harness name,Dataset,Metrics,Source code,Model,DatasetMetadata,Prompt,GroundTruth,Parameter,Experiment,Execution state,Execution result,Plot,FileMetadata,Challenge,Benchmark,Environment,Console log,Embedding,Pipeline,Library,Hardware,Stage,CodeMetadata,AccessMetadata,GitMetadata
EvalAI,0.007284079084287201,0.013422818791946308,0.012244897959183673,0.0,0.02054794520547945,0.0070921985815602835,0.008733624454148471,0.0,0.0,0.07738095238095238,0.006172839506172839,0.0,0.02962962962962963,0.23770491803278687,0.0,0.01834862385321101,0.054945054945054944,0.023809523809523808,0.028985507246376812,0.0,0.015873015873015872,0.03508771929824561,0.0,0.275,0.0
EvalPlus,0.011446409989594173,0.010067114093959731,0.02040816326530612,0.005571030640668524,0.010273972602739725,0.0070921985815602835,0.017467248908296942,0.0,0.016853932584269662,0.02976190476190476,0.0,0.0,0.014814814814814815,0.0,0.008620689655172414,0.0,0.0,0.0,0.08695652173913043,0.014925373134328358,0.0,0.0,0.0,0.0,0.0
EvalScope,0.027055150884495317,0.026845637583892617,0.08163265306122448,0.04735376044568245,0.023972602739726026,0.03546099290780142,0.03056768558951965,0.04504504504504504,0.0056179775280898875,0.017857142857142856,0.09876543209876543,0.0392156862745098,0.08148148148148149,0.00819672131147541,0.1206896551724138,0.03669724770642202,0.02197802197802198,0.13095238095238096,0.13043478260869565,0.04477611940298507,0.015873015873015872,0.0,0.0,0.0,0.0
Evals,0.02081165452653486,0.026845637583892617,0.03877551020408163,0.013927576601671309,0.0273972602739726,0.0035460992907801418,0.021834061135371178,0.009009009009009009,0.0056179775280898875,0.011904761904761904,0.018518518518518517,0.0784313725490196,0.022222222222222223,0.01639344262295082,0.02586206896551724,0.0,0.054945054945054944,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.05,0.0
Evaluate,0.001040582726326743,0.01174496644295302,0.0020408163265306124,0.0,0.0136986301369863,0.0,0.004366812227074236,0.0,0.0,0.011904761904761904,0.012345679012345678,0.006535947712418301,0.014814814814814815,0.01639344262295082,0.0603448275862069,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0
Evidently,0.004162330905306972,0.006711409395973154,0.014285714285714285,0.002785515320334262,0.00684931506849315,0.01773049645390071,0.013100436681222707,0.0045045045045045045,0.028089887640449437,0.0,0.0,0.05228758169934641,0.007407407407407408,0.00819672131147541,0.008620689655172414,0.01834862385321101,0.02197802197802198,0.0,0.0,0.04477611940298507,0.015873015873015872,0.0,0.0,0.175,0.0
GAOKAO-Bench,0.0,0.010067114093959731,0.0020408163265306124,0.0,0.0,0.0035460992907801418,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giskard,0.015608740894901144,0.0016778523489932886,0.02040816326530612,0.011142061281337047,0.010273972602739725,0.0,0.034934497816593885,0.018018018018018018,0.0056179775280898875,0.05357142857142857,0.006172839506172839,0.0196078431372549,0.007407407407407408,0.00819672131147541,0.008620689655172414,0.01834862385321101,0.02197802197802198,0.023809523809523808,0.0,0.029850746268656716,0.031746031746031744,0.0,0.0,0.025,0.0
HELM,0.03225806451612903,0.025167785234899327,0.08775510204081632,0.03064066852367688,0.04452054794520548,0.028368794326241134,0.039301310043668124,0.05855855855855856,0.7471910112359551,0.05952380952380952,0.030864197530864196,0.058823529411764705,0.044444444444444446,0.02459016393442623,0.1724137931034483,0.06422018348623854,0.02197802197802198,0.10714285714285714,0.08695652173913043,0.0,0.15873015873015872,0.7719298245614035,0.6842105263157895,0.175,0.0
HumanEval,0.0,0.0016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inspect,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0
IntellAgent,0.001040582726326743,0.0,0.0,0.0,0.0,0.0035460992907801418,0.0,0.0,0.0056179775280898875,0.0,0.006172839506172839,0.0,0.0,0.00819672131147541,0.0,0.0,0.054945054945054944,0.0,0.0,0.0,0.015873015873015872,0.017543859649122806,0.0,0.025,0.0
JiWER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLMPerf,0.0,0.0016778523489932886,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Language Model Evaluation Harness,0.10718002081165452,0.17281879194630873,0.1346938775510204,0.036211699164345405,0.16095890410958905,0.2553191489361702,0.11353711790393013,0.013513513513513514,0.0,0.08333333333333333,0.006172839506172839,0.0392156862745098,0.022222222222222223,0.00819672131147541,0.017241379310344827,0.3302752293577982,0.0,0.0,0.057971014492753624,0.0,0.031746031746031744,0.0,0.017543859649122806,0.05,0.0
LightEval,0.005202913631633715,0.0,0.06326530612244897,0.013927576601671309,0.030821917808219176,0.031914893617021274,0.013100436681222707,0.013513513513513514,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.047619047619047616,0.0,0.07017543859649122,0.0,0.0
MLPerf Inference,0.027055150884495317,0.025167785234899327,0.006122448979591836,0.06128133704735376,0.00684931506849315,0.0,0.0611353711790393,0.036036036036036036,0.016853932584269662,0.011904761904761904,0.012345679012345678,0.013071895424836602,0.02962962962962963,0.00819672131147541,0.08620689655172414,0.0,0.06593406593406594,0.0,0.0,0.014925373134328358,0.015873015873015872,0.017543859649122806,0.0,0.0,0.0
Melting Pot,0.001040582726326743,0.0,0.0020408163265306124,0.008356545961002786,0.0,0.0,0.0,0.05855855855855856,0.0,0.023809523809523808,0.0,0.006535947712418301,0.0,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta-World,0.003121748178980229,0.003355704697986577,0.0,0.0,0.0136986301369863,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.032679738562091505,0.0,0.4098360655737705,0.0,0.009174311926605505,0.0,0.011904761904761904,0.043478260869565216,0.0,0.015873015873015872,0.0,0.0,0.0,0.0
OGB,0.014568158168574402,0.0,0.0,0.0,0.0,0.0,0.021834061135371178,0.0,0.0,0.0,0.0,0.10457516339869281,0.0,0.0,0.02586206896551724,0.0,0.0,0.023809523809523808,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0
Ollama Grid Search,0.0,0.0,0.0,0.008356545961002786,0.0,0.01773049645390071,0.0,0.0,0.028089887640449437,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenCompass,0.043704474505723206,0.020134228187919462,0.07551020408163266,0.008356545961002786,0.05136986301369863,0.014184397163120567,0.03056768558951965,0.0,0.0,0.023809523809523808,0.06172839506172839,0.0392156862745098,0.02962962962962963,0.00819672131147541,0.04310344827586207,0.045871559633027525,0.01098901098901099,0.047619047619047616,0.0,0.014925373134328358,0.015873015873015872,0.03508771929824561,0.017543859649122806,0.0,0.0
Overcooked-AI,0.014568158168574402,0.015100671140939598,0.018367346938775512,0.025069637883008356,0.03767123287671233,0.0,0.008733624454148471,0.04504504504504504,0.03932584269662921,0.03571428571428571,0.012345679012345678,0.0196078431372549,0.02962962962962963,0.0,0.0,0.045871559633027525,0.02197802197802198,0.0,0.0,0.0,0.015873015873015872,0.03508771929824561,0.017543859649122806,0.0,0.125
Prometheus-Eval,0.004162330905306972,0.006711409395973154,0.0020408163265306124,0.019498607242339833,0.00684931506849315,0.02127659574468085,0.0,0.0045045045045045045,0.0,0.005952380952380952,0.043209876543209874,0.0,0.0,0.0,0.02586206896551724,0.0,0.04395604395604396,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0
PromptBench,0.0,0.006711409395973154,0.01020408163265306,0.002785515320334262,0.017123287671232876,0.0070921985815602835,0.017467248908296942,0.0,0.0,0.005952380952380952,0.006172839506172839,0.006535947712418301,0.007407407407407408,0.00819672131147541,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.05263157894736842,0.0,0.0
PyKEEN,0.04266389177939646,0.010067114093959731,0.01020408163265306,0.008356545961002786,0.017123287671232876,0.0,0.021834061135371178,0.03153153153153153,0.0056179775280898875,0.017857142857142856,0.006172839506172839,0.0392156862745098,0.022222222222222223,0.00819672131147541,0.017241379310344827,0.0,0.0,0.011904761904761904,0.028985507246376812,0.029850746268656716,0.0,0.017543859649122806,0.0,0.025,0.0
Quantus,0.004162330905306972,0.010067114093959731,0.01020408163265306,0.011142061281337047,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAGChecker,0.007284079084287201,0.0016778523489932886,0.0,0.0,0.003424657534246575,0.0070921985815602835,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLBench,0.004162330905306972,0.0,0.0020408163265306124,0.002785515320334262,0.0,0.0,0.0,0.009009009009009009,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.043478260869565216,0.0,0.0,0.017543859649122806,0.0,0.0,0.0
Ragas,0.009365244536940686,0.003355704697986577,0.0,0.002785515320334262,0.003424657534246575,0.010638297872340425,0.0,0.0,0.0056179775280898875,0.005952380952380952,0.0,0.0,0.007407407407407408,0.0,0.02586206896551724,0.0,0.10989010989010989,0.07142857142857142,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0
RewardBench,0.001040582726326743,0.020134228187919462,0.0,0.008356545961002786,0.0,0.0035460992907801418,0.0,0.0045045045045045045,0.011235955056179775,0.0,0.006172839506172839,0.006535947712418301,0.0,0.0,0.008620689655172414,0.009174311926605505,0.0,0.03571428571428571,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0
SimplerEnv,0.006243496357960458,0.0,0.0,0.002785515320334262,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Speech-to-Text Benchmark,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TensorFlow Model Analysis,0.01040582726326743,0.010067114093959731,0.012244897959183673,0.002785515320334262,0.00684931506849315,0.0070921985815602835,0.008733624454148471,0.009009009009009009,0.0,0.005952380952380952,0.024691358024691357,0.0196078431372549,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TorchBench,0.08220603537981269,0.018456375838926176,0.030612244897959183,0.233983286908078,0.0273972602739726,0.010638297872340425,0.021834061135371178,0.12612612612612611,0.0,0.023809523809523808,0.018518518518518517,0.058823529411764705,0.037037037037037035,0.00819672131147541,0.08620689655172414,0.05504587155963303,0.02197802197802198,0.03571428571428571,0.07246376811594203,0.6865671641791045,0.15873015873015872,0.017543859649122806,0.0,0.0,0.5
TruLens,0.030176899063475548,0.05536912751677853,0.04897959183673469,0.008356545961002786,0.07191780821917808,0.010638297872340425,0.07423580786026202,0.013513513513513514,0.028089887640449437,0.1130952380952381,0.018518518518518517,0.0196078431372549,0.0,0.02459016393442623,0.017241379310344827,0.045871559633027525,0.08791208791208792,0.0,0.014492753623188406,0.014925373134328358,0.031746031746031744,0.0,0.017543859649122806,0.05,0.125
TrustLLM,0.001040582726326743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBench,0.10822060353798127,0.03523489932885906,0.03469387755102041,0.3231197771587744,0.0684931506849315,0.04964539007092199,0.07860262008733625,0.25675675675675674,0.0,0.09523809523809523,0.21604938271604937,0.0784313725490196,0.05185185185185185,0.01639344262295082,0.04310344827586207,0.07339449541284404,0.054945054945054944,0.09523809523809523,0.043478260869565216,0.0,0.07936507936507936,0.0,0.0,0.0,0.125
VLMEvalKit,0.036420395421436005,0.018456375838926176,0.06326530612244897,0.022284122562674095,0.03767123287671233,0.010638297872340425,0.056768558951965066,0.04504504504504504,0.0,0.023809523809523808,0.018518518518518517,0.0784313725490196,0.014814814814814815,0.01639344262295082,0.008620689655172414,0.01834862385321101,0.02197802197802198,0.047619047619047616,0.0,0.029850746268656716,0.06349206349206349,0.0,0.0,0.025,0.0
lmms-eval,0.22372528616024975,0.3389261744966443,0.08979591836734693,0.019498607242339833,0.18493150684931506,0.375886524822695,0.20087336244541484,0.05405405405405406,0.0,0.09523809523809523,0.15432098765432098,0.0718954248366013,0.31851851851851853,0.040983606557377046,0.08620689655172414,0.01834862385321101,0.06593406593406594,0.07142857142857142,0.11594202898550725,0.014925373134328358,0.047619047619047616,0.03508771929824561,0.0,0.025,0.0
mir_eval,0.002081165452653486,0.026845637583892617,0.01020408163265306,0.0,0.00684931506849315,0.0,0.013100436681222707,0.013513513513513514,0.0,0.005952380952380952,0.0,0.026143790849673203,0.007407407407407408,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0
ranx,0.01040582726326743,0.0050335570469798654,0.0,0.0,0.003424657534246575,0.014184397163120567,0.0,0.0,0.011235955056179775,0.005952380952380952,0.0,0.006535947712418301,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
